date,ticker,feature,trade,signal,trade_date,ret,pnl
2023-02-19,WMT,0.6866237674318428,True,1.0,2023-02-21,-0.020973391748032144,-0.020973391748032144
2023-02-26,TGT,0.5850238850799462,True,0.25,2023-02-27,0.0101312818068644,0.0025328204517161
2023-02-26,COST,0.4143388234481965,True,0.0,2023-02-27,-0.005851719549952006,-0.0
2023-02-19,HD,0.6705566687515924,True,0.0,2023-02-21,0.0027071249281087617,0.0
2023-02-26,LOW,0.1690746590076247,True,-0.25,2023-02-27,0.007393073457184318,-0.0018482683642960795
2023-02-26,BBY,0.674749205364592,True,0.5,2023-02-27,0.005809200037872886,0.002904600018936443
